RegionName,State,Beds,6/30/2023
Randolph,ME,2,252679.4138
Au Sable Forks,NY,2,178120.9641
Ovalo,TX,2,385930.2513
Sopchoppy,FL,2,242042.3549
Monroe City,IN,2,178503.2044
Hawk Point,MO,2,266926.7691
Cassville,WI,2,139340.6266
Montgomery,MI,2,166378.433
Shiremanstown,PA,2,243517.8282
Jasonville,IN,2,67210.24944
West Lawn,PA,2,218616.4533
Dravosburg,PA,2,95473.80902
Rossiter,PA,2,117004.1424
Burlington,WV,2,195178.5087
Clearbrook,MN,2,214550.8948
South Palm Beach,FL,2,445651.1038
Clarington,OH,2,153283.4773
Wrightstown,WI,2,315694.4771
Quebeck,TN,2,275534.5347
Lone Star,TX,2,82162.35122
Monterey,IN,2,151928.7149
Crows Landing,CA,2,730106.3372
Delcambre,LA,2,106431.2782
Conyngham,PA,2,244621.6846
Exeter,MO,2,160856.7825
Peru,ME,2,247773.7267
Van Buren,ME,2,109788.5043
Bayou Vista,TX,2,416628.9712
Hardin,KY,2,120418.6187
New Rockford,ND,2,101184.3695
Ashton,MD,2,788280.0022
Procious,WV,2,101837.2907
Deer Island,OR,2,530953.7063
Champion,PA,2,349207.7358
Matthews,MO,2,119628.2742
Assumption,IL,2,108579.7436
Raymond,IL,2,142576.6231
Zephyr Cove,NV,2,1113153.979
South Windham,CT,2,245999.4473
Mapleton,IA,2,141795.5356
Irma,WI,2,214320.6954
Lake Nebagamon,WI,2,306832.4599
Fort Davis,TX,2,223429.2123
Mount Summit,IN,2,156551.9191
Wanamingo,MN,2,283031.2112
Ferron,UT,2,270925.0326
Hallsboro,NC,2,148262.2397
Enderlin,ND,2,136453.6284
Marietta,MS,2,128484.4534
Whitelaw,WI,2,247463.0888
Robert,LA,2,218958.8078
Snover,MI,2,176000.511
Bow Mar,CO,2,2259363.956
Caldwell,KS,2,72426.86935
East Millinocket,ME,2,128407.9138
Crenshaw,MS,2,79699.79719
Summerset,SD,2,401232.8341
Occidental,CA,2,903705.2857
Plains,KS,2,113842.659
Eagle,NE,2,349163.2264
Archer City,TX,2,131331.1213
Scenic,AZ,2,438676.0539
Barnsdall,OK,2,100459.7384
Crane,IN,2,193116.5427
Bulan,KY,2,80811.65632
Amboy,IN,2,184630.9687
Allison,IA,2,155875.6395
Montrose,MO,2,260284.7971
Munday,TX,2,65349.98561
Victory Gardens,NJ,2,306704.1063
Mouth of Wilson,VA,2,203921.9297
Lyons,OH,2,190095.4265
Chula,GA,2,230984.6756
Primm Springs,TN,2,499033.2309
Clay City,IL,2,89263.60061
Salisbury,NH,2,391997.4421
Belmont,WI,2,221744.2876
Cornville,ME,2,245428.2439
Caney,KS,2,66927.89409
Cross Lake,MN,2,578264.2648
Palmyra,IL,2,119450.5448
Brownsville,WI,2,315094.4251
Indian Creek,IL,2,496905.5501
Irwindale,CA,2,679961.0653
Rockaway Beach,OR,2,469844.9129
Little Hocking,OH,2,195940.815
Middleton,NH,2,375576.4985
Cavendish,VT,2,357432.9608
Paullina,IA,2,150600.7239
Beacon,IA,2,99093.00341
Cecil-Bishop,PA,2,265176.6853
Morgan City,MS,2,63750.86207
Dublin,NH,2,485289.7744
Rye,CO,2,339807.1389
Basom,NY,2,185605.0244
Markleysburg,PA,2,159268.2299
Pauma Valley,CA,2,769825.0927
Chesterhill,OH,2,128807.0102
Meadows of Dan,VA,2,197883.1558
Saint Joe,IN,2,230840.9209
Fairgrove,MI,2,130840.3158
Oakley,UT,2,727814.8439
Morrisonville,IL,2,124090.8988
Lake Lotawana,MO,2,593046.8269
Spiritwood Lake,ND,2,263956.7897
Westhampton,MA,2,463636.4594
Wright,KS,2,221761.8825
Kermit,WV,2,67912.40741
Dexter,OR,2,547787.4982
Beach City,TX,2,529015.4238
Woodmont,CT,2,497631.3603
Pownal,ME,2,551562.9408
Roann,IN,2,184656.6895
Bennington,IN,2,252592.8773
Custer,KY,2,173333.3059
Talbotton,GA,2,94022.62078
Mt Vernon,ME,2,352043.1989
Drexel,OH,2,45101.08411
Glennie,MI,2,105912.348
Leslie,AR,2,148396.0596
Dallas City,IL,2,86441.59612
Westmoreland,KS,2,217527.3552
Baltic,SD,2,348949.3662
Cascade,VA,2,122236.7115
Willow,AK,2,224022.7978
Pine Haven,WY,2,338244.5149
Cobbtown,GA,2,165816.9332
Mountain Pine,AR,2,112080.2153
Buskirk,NY,2,259217.9328
Alberta,VA,2,128870
West Mountain,UT,2,972758.446
Dudley,PA,2,95934.55882
Francestown,NH,2,450406.4758
Herlong,CA,2,114907.9407
Huntington,VT,2,458497.9496
Wauzeka,WI,2,172073.0628
Fisk,MO,2,118328.165
Garfield,GA,2,160684.6808
Ghent,WV,2,273122.6016
Saint Mary,MO,2,202927.8401
Loup City,NE,2,138925.0815
Gypsum,KS,2,212445.0789
Blawnox,PA,2,183989.2475
Kaycee,WY,2,359465.852
Calcium,NY,2,198598.3888
Bristow,IN,2,228583.4156
Los Molinos,CA,2,325197.2012
Pescadero,CA,2,1132401.474
Lewistown,OH,2,255157.4659
Gowrie,IA,2,143304.8346
Arkdale,WI,2,193421.9045
Ansted,WV,2,102370.1559
West Hurley,NY,2,427386.1798
Rollingwood,TX,2,2533122.023
Magnolia,WI,2,384457.6613
Porterdale,GA,2,191928.2632
Blue Lake,CA,2,446953.5311
Collbran,CO,2,376701.3995
Eland,WI,2,203742.521
Sheridan,MT,2,430609.7224
New Florence,MO,2,186646.6208
Newburgh,ME,2,304563.2203
Muscadine,AL,2,201162.6174
Shenandoah Junction,WV,2,400010.0712
Chittenden,VT,2,371918.2385
Melville,LA,2,91779.3049
Woodland,NC,2,86558.67361
Mauriceville,TX,2,196743.0727
Meadow Grove,NE,2,300766.566
Keeling,VA,2,148968.7953
Reedsville,OH,2,115398.0453
Spring Lake,IN,2,220597.557
Chireno,TX,2,204195.0602
Caseville,MI,2,190821.1824
Colmar Manor,MD,2,356471.6745
Sunflower,MS,2,73490.7623
Le Roy,MN,2,195586.1879
Jim Falls,WI,2,298204.5155
Cuddebackville,NY,2,306707.4831
Greater Galesburg,MI,2,244151.2064
Wrightsville Beach,NC,2,1477791.171
Bradford,NH,2,406711.625
New Fairview,TX,2,424016.4942
Pilot Hill,CA,2,677496.4505
Victoria,KS,2,187924.8455
Blanchard,ID,2,462552.7525
Unionville,IN,2,360372.6326
Tampico,IL,2,104280.1496
Nobleboro,ME,2,436127.4678
Whitleyville,TN,2,218581.2296
Hartland,ME,2,186581.9498
Mc Bee,SC,2,147868.8894
Clarks Hill,SC,2,312339.2575
South Hero,VT,2,615037.7366
Pond Creek,OK,2,93409.53216
Wappapello,MO,2,129462.9705
Flintstone,MD,2,203407.0537
Allons,TN,2,225647.3377
Chama,NM,2,301602.6447
Fairchild,WI,2,185666.201
Jonestown,TX,2,509707.7286
Kindred,ND,2,355715.8472
Phelps,WI,2,296256.0788
Lewisville,OH,2,176975.2751
White Oak,GA,2,205884.6382
Melbourne,IA,2,174330.6342
Dill City,OK,2,77168.70591
East Butler,PA,2,151867.0294
Rising Star,TX,2,135050.583
Dewitt,VA,2,276716.4611
Saint Cloud,WI,2,269670.3294
Nisswa,MN,2,518920.171
Cyril,OK,2,89502.37114
Elgin,IA,2,171993.3515
Truro,MA,2,1009876.207
Mayesville,SC,2,98585.26524
Santa Anna,TX,2,123787.5592
Poulan,GA,2,112769.8538
Blue River,OR,2,438120.0467
Bonnieville,KY,2,140599.9608
Finley,TN,2,129673.2469
New Boston,OH,2,50686.84281
Palmyra,TN,2,312966.5573
Mulberry,KS,2,71241.81747
Hardwick Township,NJ,2,445114.6986
Athelstane,WI,2,157317.4479
Dortches,NC,2,305026.7244
Geary,OK,2,75153.26239
Fairfax,MO,2,115508.6663
Tyler,MN,2,107007.4287
Newellton,LA,2,106803.726
Kendall,WI,2,182747.41
Ogema,MN,2,275457.5625
Plantation Mobile Home Park,FL,2,353580.6435
La Veta,CO,2,373845.7843
Plummer,ID,2,311287.1361
Exira,IA,2,111401.3189
Cairo,NE,2,265934.277
Philo,IL,2,224275.2212
Keuka Park,NY,2,513902.0593
Genoa,WI,2,226712.4303
Colo,IA,2,218986.4265
Falls of Rough,KY,2,202518.2683
Lacona,IA,2,261508.4991
Nags Head,NC,2,687447.4003
Corinth,VT,2,281489.2354
Harrison,ID,2,877663.2424
Shady Dale,GA,2,248103.1425
Shelbyville,MO,2,179599.1308
Woodland Mills,TN,2,151921.2521
Glidden,TX,2,157943.6143
Milo,IA,2,231068.2803
Bingham Farms,MI,2,554323.1512
Walhonding,OH,2,223067.6205
Avon by the Sea,NJ,2,1584192.722
Island Heights,NJ,2,543870.8472
Orangeville,IL,2,174574.7901
Shorter,AL,2,125117.6667
Bowler,WI,2,185359.1931
Helton,KY,2,71812.52847
Humeston,IA,2,78631.70504
Jackson Center,PA,2,187325.199
Wyoming,NY,2,191335.6034
Madison,NY,2,170863.937
Wheeler,MI,2,159356.1643
Franklin,ME,2,280613.7062
Santo,TX,2,360886.0321
Hi Hat,KY,2,60821.04306
Bakersfield,VT,2,330184.384
Harper,TX,2,353723.8146
Cascade,WI,2,222461.5897
Laurel,NE,2,181220.9416
Sabula,IA,2,190408.3723
Galeton,PA,2,114174.148
Sasser,GA,2,105215.9882
Aurelia,IA,2,165504.3624
Toone,TN,2,150118.4884
Grove City,MN,2,225670.9602
Pinehurst,TX,2,148283.548
Gloria Glens Park,OH,2,138515.8967
Vinita Park,MO,2,94402.74892
Quantico,MD,2,269627.4318
Pierce,CO,2,451865.4262
Brooklyn Heights,OH,2,238823.962
Pepin,WI,2,239312.707
Tuscumbia,MO,2,214823.5632
Enosburg,VT,2,320008.0572
Wilmot,NH,2,454684.7054
Mapleton,ND,2,298135.5512
Long Bottom,OH,2,120136.516
Tower,MN,2,319189.9404
Rebersburg,PA,2,248449.3819
Tidioute,PA,2,93659.58896
Bel-Nor,MO,2,204858.9364
Whitingham,VT,2,335738.855
Vickery,OH,2,151992.3539
Carrsville,VA,2,272254.5716
Brinson,GA,2,177208.2224
Lebo,KS,2,129161.0173
Elgin,AZ,2,519059.9812
Nesbitt,TX,2,177636.5478
Sheldon,WI,2,158074.3311
Hidden Hills,CA,2,5143499.817
La Grange,MO,2,148179.0659
Smyrna,SC,2,250498.617
Golden City,MO,2,140189.5162
Wilbur,WA,2,276775.3949
Fairfax,OK,2,65243.49204
Blackstock,SC,2,227635.6414
Sandyville,WV,2,169681.8892
Ceresco,NE,2,331337.6106
Dowell,MD,2,448716.2118
Kila,MT,2,676091.9764
Falls Creek,PA,2,106237.2658
Shoshoni,WY,2,203897.6365
Mc Henry,MD,2,615725.137
Woodstock,OH,2,248007.5055
South Pittsburg,TN,2,161195.7002
Andersonville,GA,2,113169.2866
Conover,WI,2,325394.078
Welcome,MN,2,181845.7758
Murphy,ID,2,461448.3647
Wales,WI,2,460529.2942
Lake Annette,MO,2,104257.6501
Mulberry Grove,IL,2,141686.8169
Shelbiana,KY,2,73375.13391
Junction City,IL,2,50004.52223
Patriot,IN,2,215855.6062
Astoria,IL,2,74862.13468
East Bank,WV,2,95351.59559
New Virginia,IA,2,313781.3112
Canaedea,NY,2,171973.7111
Hancock,MN,2,172898.1986
Ropesville,TX,2,231083.0855
Cove,OR,2,438775.0957
Middletown,MO,2,260550.4653
Osceola,MO,2,103633.7701
Edelstein,IL,2,221914.7602
Griswold,IA,2,154874.9115
Oak Ridge,LA,2,160667.3816
Cooperstown,ND,2,114224.6331
Cotter,AR,2,221200.6005
Green Pond,SC,2,180392.2989
River Hills,WI,2,864957.5053
Lerna,IL,2,158640.5391
Lilesville,NC,2,76590.47214
Ferguson,NC,2,275856.2267
Claude,TX,2,174742.4725
Olivehill,TN,2,168231.9654
Eaton,NY,2,185197.1078
Suches,GA,2,370076.6244
Northwood,ND,2,211562.2032
Scobey,MT,2,223412.4667
Hurley,NM,2,106785.4724
Columbine Valley,CO,2,1632957.46
Harveysburg,OH,2,224742.9753
Collins,GA,2,131356.464
Repton,AL,2,143678.848
Drayden,MD,2,512438.4957
Sparkman,AR,2,86379.68319
Davisville,WV,2,117276.9925
Glenmont,OH,2,235640.8409
Deer Park,WI,2,328256.0616
Mount Calvary,WI,2,292807.306
Galva,KS,2,247603.1792
Orland,IN,2,201244.1151
Bennington,NH,2,304621.1189
Wilkinson,IN,2,254450.2567
Cromwell,KY,2,132311.1357
Unity,NH,2,324869.2244
Bonfield,IL,2,265405.4461
Raywick,KY,2,205533.8853
Holliday,TX,2,146492.1765
Symsonia,KY,2,165449.0504
Hillsboro,KY,2,165290.4176
Clarks,LA,2,44275.91304
Seville,OH,2,222339.6026
Coloma,WI,2,220045.433
Miles,TX,2,230867.5351
Brewster,MN,2,223306.5077
Amity,PA,2,229986.6619
Cape Carteret,NC,2,426246.4949
Camp Point,IL,2,135438.8761
Green Camp,OH,2,146441.0748
Glenns Ferry,ID,2,249281.7242
Baxter,IA,2,233441.7695
South Bloomingville,OH,2,198620.6897
Satanta,KS,2,130956.4743
Bethany,LA,2,194188.5699
Palmetto,LA,2,107100.0468
Claremont,IL,2,184363.7177
McCord,OK,2,186179.3078
Au Sable,MI,2,135897.6394
Mountville,SC,2,165250.4375
Benzonia,MI,2,267964.1807
Reedville,VA,2,369467.5071
Goldston,NC,2,265568.1203
Thrall,TX,2,333099.4565
Lithopolis,OH,2,364158.8297
Hermosa,SD,2,466710.0487
Elfrida,AZ,2,188335.4296
Appleton,ME,2,376776.5795
Daleville,VA,2,389970.6615
Adams Run,SC,2,260872.3273
Raymondville,MO,2,177621.9812
Erving,MA,2,286152.28
Weeping Water,NE,2,224175.5012
Warner Springs,CA,2,529194.4089
De Witt,NE,2,173515.0393
Orleans,MI,2,218894.2218
Wever,IA,2,199054.6083
Eagletown,OK,2,124114.736
Lidgerwood,ND,2,89634.12533
Grygla,MN,2,183751.1171
Sutherlin,VA,2,157570.1108
Cut and Shoot,TX,2,266710.7335
Enfield,ME,2,197572.8352
Bonifay,FL,2,141684.1542
Sardis City,AL,2,214627.8541
Gans,OK,2,170687.8201
Hineston,LA,2,155612.3761
Buncombe,IL,2,150052.3634
Dallas,IA,2,132501.6638
Frankford,MO,2,223200.095
Mound City,KS,2,104103.3961
De Soto,WI,2,199963.8323
Berry Creek,CA,2,249633.5578
Valdez,AK,2,290355.7076
Horse Branch,KY,2,139640.4681
Kenwood,CA,2,1215908.05
Van Etten,NY,2,153959.9286
Rawlings,MD,2,157916.3293
Mason,NH,2,482607.6699
Warson Woods,MO,2,601960.0746
Kinney,MN,2,74799.87273
Tollhouse,CA,2,401984.976
Velpen,IN,2,236788.6891
Dawson,TX,2,158300.7448
Waterford,MS,2,144016.6916
Wrenshall,MN,2,274653.9351
Oakland,MO,2,431360.0556
Leland Grove,IL,2,279553.8229
Wawaka,IN,2,198100.7027
Bayfield,WI,2,308162.385
Kenansville,FL,2,342382.7466
Benld,IL,2,68359.43613
Grady,AR,2,61861.24829
Joffre,PA,2,132345.129
Tippecanoe,OH,2,183424.5543
Sawyer,MI,2,376089.3981
Ridge Farm,IL,2,83970.89155
Vesuvius,VA,2,283389.6317
Woodbridge,CA,2,574802.0562
Larimore,ND,2,182221.931
Belle Valley,OH,2,76680.45418
Perrinton,MI,2,262105.57
Porter,ME,2,265084.1437
Glandorf,OH,2,270148.3699
Williams Bay,WI,2,475939.511
Pathfork,KY,2,76887.43383
Richmond,MA,2,573415.435
Lakeville,OH,2,266485.6197
Bull Shoals,AR,2,187096.3398
Colfax,IN,2,189603.5081
Paris,OH,2,239690.1376
Peck,MI,2,169604.0262
Greenville,ME,2,299923.1736
Tate,GA,2,269940.9363
Swanville,MN,2,319856.1813
Duff,TN,2,107224.4719
Brighton,WI,2,500683.1217
Jackson Center,OH,2,184470.4759
Halfway,OR,2,316934.3895
Washington,KS,2,107266.8772
Sodus,MI,2,206644.581
Eastover,SC,2,77171.82812
Craigsville,VA,2,163883.2324
Idyllwild,CA,2,499291.4732
Burneyville,OK,2,182273.0275
Deerbrook,WI,2,233945.8753
Belgrade,MO,2,197575.5773
Foristell,MO,2,464188.9871
Royalston,MA,2,342481.491
Alma Center,WI,2,179765.7616
John Day,OR,2,260381.4004
Call,TX,2,141155.969
Monterey,VA,2,252795.6064
Otis,MA,2,466267.4766
Kelley,IA,2,313562.1719
Durant,IA,2,223250.9133
Depoe Bay,OR,2,605892.2077
West Logan,WV,2,71255.42125
Yalaha,FL,2,328493.561
Grantwood Village,MO,2,499752.7021
Rochelle,GA,2,107949.228
Charlo,MT,2,484959.2438
Odell,IL,2,143233.9009
Denver,IN,2,168442.8492
Jerome,IL,2,135013.1272
Sidney,MI,2,201394.847
Ashton,IL,2,155195.1273
Cazadero,CA,2,592802.9995
Redfield,IA,2,199940.3072
Milton,TN,2,545389.6245
Salisbury,PA,2,152207.3078
Wetmore,MI,2,195497.9363
Stone Lake,WI,2,470058.7054
Douglas City,CA,2,347930.8813
Copemish,MI,2,189818.598
Tahuya,WA,2,451185.3073
Easton,ME,2,168698.7623
West Chesterfield,NH,2,396107.8202
Kingstown,NC,2,111027.2473
Edgeworth,PA,2,866080.1652
Palenville,NY,2,300635.3143
Mertzon,TX,2,225031.6293
Bertram,IA,2,321508.7213
Euharlee,GA,2,301902.4359
Nutter Fort,WV,2,125523.4822
West Yellowstone,MT,2,579514.1001
Parkers Prairie,MN,2,167310.2226
Central High,OK,2,235907.2263
Wilber,NE,2,190323.728
Pinola,MS,2,111195.7019
Beverly Hills,TX,2,154195.9076
Sabillasville,MD,2,365629.6196
Goodland,IN,2,145077.3791
Ama,LA,2,205604.8354
Igo,CA,2,330094.702
Vadito,NM,2,319957.2656
Flat Top,WV,2,172463.9789
Wind Point,WI,2,383574.2128
Vermont,WI,2,623800.6795
Toluca,IL,2,93828.32873
Fieldon,IL,2,158080.241
Orford,NH,2,394448.1523
Glide,OR,2,384377.0436
Saxtons River,VT,2,280103.1042
Troy,SC,2,80843.72267
Eminence,MO,2,144365.3094
Elwood,UT,2,511135.6852
Jean,NV,2,243352.4353
Noxon,MT,2,445986.4766
Kaleva,MI,2,183018.521
Koshkonong,MO,2,201752.1105
Elwell,MI,2,177946.4405
Surry,VA,2,272905.6471
Humboldt,WI,2,323376.4224
Montville,OH,2,272098.7417
Parshall,CO,2,725492.2673
Stantonville,TN,2,171588.7826
Mt Holly,VT,2,381418.8718
Montezuma,KS,2,201965.0847
North Beach,MD,2,383312.7086
Raymond,NE,2,534851.3296
Babbitt,MN,2,128199.5143
Big Sky,MT,2,1663315.476
Waterford,VT,2,333616.6926
Kingsland,AR,2,108684.4069
Lake Norden,SD,2,176002.1
Mar-Mac,NC,2,155807.7386
Zion Grove,PA,2,209125.4254
Addy,WA,2,365982.3185
Ainsworth,NE,2,127093.8343
Claycomo,MO,2,208482.5012
Faucett,MO,2,313834.4794
Williamsburg,IN,2,205698.0657
Kenduskeag,ME,2,237843.1094
Hickory Grove,SC,2,217964.746
Skipwith,VA,2,158660.8164
La Honda,CA,2,977944.9222
Winter,WI,2,215838.0328
Quinter,KS,2,121811.3725
Sharps Chapel,TN,2,389437.7593
Maribel,WI,2,285976.0822
Williamsville,MO,2,194624.2772
Wymore,NE,2,102108.3111
Brookside Village,TX,2,364102.5306
Arrington,VA,2,223257.9623
Dexter,KY,2,124365.4396
Kemp,TX,2,215426.3249
Pine Lake,GA,2,300147.8142
Dellroy,OH,2,228759.4052
Fort Sumner,NM,2,86378.52549
Jack,AL,2,164595.7982
Red Cloud,NE,2,82902.81274
Ryan,OK,2,41842.62875
Summerland Key,FL,2,1114474.222
Walnut Grove,MN,2,123500.5109
Rouseville,PA,2,48912.65453
Ector,TX,2,229894.1728
Shelburne,MA,2,399986.4729
Rolling Hills,CA,2,4392325.565
Huntington Bay,NY,2,1468093.196
Avinger,TX,2,164179.3964
Cisne,IL,2,113464.9202
Marble,MN,2,116520.6921
Meredosia,IL,2,60942.46925
Drake,CO,2,488235.6357
Boothbay Harbor,ME,2,511167.001
Fairmount Heights,MD,2,336975.5365
Blodgett,MO,2,103118.4246
Edgar Springs,MO,2,166264.8997
Washburn,ME,2,136605.3063
Island,KY,2,115625.5512
Butlerville,IN,2,191467.1524
Bledsoe,KY,2,83525.35241
Mc Henry,MS,2,194001.8467
Concho,AZ,2,262173.081
Eden,TX,2,117442.7585
Osborn,WI,2,375615.6251
Patton,TX,2,164684.2612
Ellsworth,MI,2,272069.1267
Round Lake,NY,2,351667.6794
Lostine,OR,2,429716.8787
Arkoma,OK,2,88960.4701
Rosebud,MO,2,237508.6496
McCaysville,GA,2,262503.1263
Cedar Grove,WI,2,259085.8604
Fox Island,WA,2,990864.073
Waco,NE,2,162503.6847
Lakehead,CA,2,351697.9791
Stoutland,MO,2,188559.0548
Village of Four Seasons,MO,2,379412.6555
Lake Hamilton,FL,2,267849.4003
Helenville,WI,2,380681.449
Beecher City,IL,2,160910.0508
Batavia,IA,2,155250.2456
Vergas,MN,2,380286.8763
Newell,IA,2,168482.6478
Avera,GA,2,124619.27
Toomsboro,GA,2,88518.91173
Palisade,MN,2,234623.9528
Chickasaw,OH,2,256783.7564
Islamorada,FL,2,1426987.655
Altamont,KS,2,117154.7208
Gravel Switch,KY,2,190844.6172
Nunn,CO,2,560538.4913
West Edmeston,NY,2,150630.5688
Pinetta,FL,2,246961.2736
Mantoloking,NJ,2,1828509.961
Hazel,KY,2,103222.1493
Colebrook,CT,2,363116.0401
Helen,GA,2,342158.2807
Elgin,NE,2,183375.1784
West Alexander,PA,2,186792.2109
Devens,MA,2,536705.6196
Chesilhurst,NJ,2,264378.1794
Riley,KS,2,176350.1408
Clarksville,MO,2,165775.2732
Cairo,MO,2,211202.9842
Sardis,TN,2,139659.4236
South Fallsburg,NY,2,235287.6973
Ivanhoe,VA,2,117459.6082
Norborne,MO,2,132415.2039
Ionia,IA,2,103483.2632
Alma,CO,2,581671.0691
East Hazel Crest,IL,2,163444.25
Blue Hill,NE,2,190146.9221
Bratenahl,OH,2,329265.6472
Boulder Junction,WI,2,387142.0368
Lowden,IA,2,165516.9852
Ringle,WI,2,283475.9804
Au Gres,MI,2,119271.2898
Holden,MO,2,170101.814
Inyokern,CA,2,273890.6907
Tillson,NY,2,348792.1347
New Augusta,MS,2,103737.0063
Peabody,KS,2,95263.64687
Barnet,VT,2,299960.1663
Taylor,AR,2,120709.5655
Krotz Springs,LA,2,121234.658
Trufant,MI,2,204467.7208
West Stockbridge,MA,2,590108.0297
Ernul,NC,2,196800.1915
Cement,OK,2,79427.09873
Paris,WI,2,462274.7422
Garrett,PA,2,133071.4712
Dufur,OR,2,386863.529
Kahuku,HI,2,814231.6901
Russells Point,OH,2,183745.7546
Cades,SC,2,136426.7269
Boulder,WY,2,438087.6849
Maybrook,NY,2,279373.4055
Meta,MO,2,248571.444
Ophir,CO,2,870820.3836
Prosperity,PA,2,240243.9412
Natural Bridge,VA,2,272848.8835
Marcola,OR,2,501074.3776
Port Leyden,NY,2,130709.0929
Fairview,MO,2,195708.2625
Lewiston Woodville,NC,2,47080.05707
Paradise,UT,2,608598.3345
Loyalton,CA,2,303659.6669
Garysburg,NC,2,81250.40281
Frankfort,KS,2,125808.253
Oquawka,IL,2,97278.86891
Carson,VA,2,319030.0209
Crawford,NE,2,113306.7649
Pattersonville,NY,2,279647.514
Princeton,IA,2,295046.6404
Waverly,KS,2,166287.9084
Fort Deposit,AL,2,103746.8277
Palermo,ME,2,314077.8669
Windsor,IL,2,108828.3529
Grand Ridge,IL,2,183296.537
Jackson,NH,2,581620.9869
Dorset,OH,2,170761.0807
Plantersville,AL,2,110182.1124
Terrell,NC,2,644790.7915
Viola,AR,2,189352.8036
Gauley Bridge,WV,2,83754.52864
Waukomis,OK,2,120803.8591
Grasston,MN,2,301506.078
Central Valley,NY,2,484592.6471
Arroyo Seco,NM,2,589759.3582
Indianola,OK,2,143547.5869
Wallace,MI,2,193576.4813
Marlboro,VT,2,412269.188
Oakwood,VA,2,68703.25773
Nebo,KY,2,147460.7398
Buena Vista,TN,2,168832.3007
Hemingford,NE,2,187744.1057
Fair Play,MO,2,197806.8436
Reevesville,SC,2,211423.7114
Culdesac,ID,2,379139.1513
Lake George,CO,2,458615.4206
Union,WA,2,510934.1637
Cowarts,AL,2,163504.3043
Thorndike,ME,2,254384.151
Merrimac,WI,2,419109.4087
Coral,MI,2,209195.5471
Swifton,AR,2,75749.81739
Hobart,NY,2,212674.312
Marenisco,MI,2,165807.87
Attapulgus,GA,2,90887.33855
Sardis,AL,2,81957.57353
Hixton,WI,2,190271.2575
Sandyston Township,NJ,2,366441.7521
Annawan,IL,2,154031.0482
Chester,MA,2,270978.0415
Semora,NC,2,560384.1532
Panacea,FL,2,395704.8138
Otterbein,IN,2,189876.8231
Westover Hills,TX,2,2179094.216
Malvern,AL,2,178096.5904
Manquin,VA,2,313989.6511
Ledbetter,TX,2,507935.7079
Dundas,MN,2,364767.9763
Bloomington,WI,2,148444.4945
De Ruyter,NY,2,201802.2346
Merrillan,WI,2,192472.0445
Montrose,SD,2,366873.5209
Lake Toxaway,NC,2,679761.7386
Francisco,IN,2,170671.0789
Bigfork,MN,2,235358.306
Momence,IL,2,152668.5708
Cushing,ME,2,457500.3539
Cowley,WY,2,305220.9786
Spickard,MO,2,149765.165
Prospect,VA,2,191488.3449
Bent Mountain,VA,2,299237.8403
Peck,KS,2,263733.1347
Donald,OR,2,448518.7218
Greenbush,MN,2,164184.67
Bird Island,MN,2,177069.1882
Wells,NV,2,183426.7479
Bolinas,CA,2,1752288.469
Wenona,IL,2,109812.7196
Annetta North,TX,2,762458.1296
Creekside,PA,2,153148.5403
Orrville,AL,2,68796.85714
New Sharon,ME,2,247231.0238
Charlack,MO,2,121393.1756
Delavan,IL,2,118531.8629
Isleton,CA,2,419725.989
Bon Wier,TX,2,134178.5933
Aurora,NY,2,294468.6037
Kooskia,ID,2,399771.4451
French Village,MO,2,110813.476
Lakeside,OR,2,309633.6792
Sheyenne,ND,2,92902.25915
Bunch,OK,2,152410.5224
Washburn,IL,2,113490.3029
Ney,OH,2,182386.2077
Pacific Junction,IA,2,227061.7334
Pasadena Hills,MO,2,264450.9641
Cherry Creek,NY,2,144129.562
Arcadia,MO,2,173901.8058
Gibson,NC,2,90592.55873
Maiden Rock,WI,2,312502.1877
Berkshire,VT,2,310723.2919
Pippa Passes,KY,2,92934.05211
Addison,VT,2,441860.2476
Christoval,TX,2,350482.2245
Duxbury,VT,2,442471.5363
Fall Creek,OR,2,546432.7278
Russell,MA,2,321976.8931
Huntington,AR,2,177449.3615
Norfork,AR,2,259537.2627
Viola,IL,2,144599.2785
Maynard,MN,2,266005.6907
Marianna,PA,2,60851.34853
Brookfield,VT,2,353678.2504
Warren,CT,2,552867.5115
Crofton,NE,2,238348.6253
Brackney,PA,2,268754.1752
Grand Meadow,MN,2,248552.8401
Glendale,OR,2,268862.0588
Dugspur,VA,2,169670.1414
New Plymouth,OH,2,192455.5966
Elmore,VT,2,462661.9388
Minerva Park,OH,2,328876.4067
Williford,AR,2,104361.8117
Illinois City,IL,2,250374.5283
Rudyard,MT,2,199114.8485
Six Lakes,MI,2,154337.7836
Hermann,MO,2,182172.5068
Wolcott,VT,2,341279.0058
Pretty Prairie,KS,2,157305.4188
Phippsburg,ME,2,485187.1439
Atlanta,MO,2,188775.1682
Cordova,AK,2,335840.7661
Citrus City,TX,2,112981.6707
Cornwall,CT,2,558275.8645
Kelso,MO,2,166813.5223
Lincoln,VT,2,402280.892
Bay City,WI,2,285005.9773
Ludlow Falls,OH,2,272215.8963
Dexter,IA,2,230200.2812
Viborg,SD,2,248076.3209
Ozone,AR,2,169592.1065
Saint James City,FL,2,469410.6371
Elmer City,WA,2,177593.3012
Brashear,TX,2,313535.9609
Milton,NC,2,143572.2959
Winthrop,IA,2,217112.2404
